,Date,IUCR,Location Description,Arrest,District,Ward,Community Area,Location,VIN,ATTEMPT,RECOVERY
126143,09/15/2008 10:00:00 PM,AUTOMOBILE,STREET,False,20.0,40.0,77.0,"(41.989043709, -87.669922058)",1,0,0
327525,11/26/2012 03:00:00 PM,AUTOMOBILE,STREET,False,4.0,5.0,45.0,"(41.756550472, -87.592600053)",1,0,0
75660,01/17/2006 09:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,11.0,28.0,26.0,"(41.876933506, -87.72069769)",1,0,0
177656,06/14/2002 07:15:00 AM,AUTOMOBILE,STREET,False,22.0,21.0,71.0,"(41.735519886, -87.636305861)",1,0,0
331716,02/03/2013 01:00:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.758230922, -87.563930441)",1,0,0
98050,03/14/2007 07:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,39.0,"(41.805322323, -87.603808532)",1,0,0
373959,06/10/2016 12:00:00 PM,AUTOMOBILE,Alcohol,False,3.0,20.0,42.0,"(41.776229309, -87.605835764)",1,0,0
347403,01/20/2014 07:00:00 PM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.795460857, -87.696830234)",1,0,0
32237,11/21/2005 01:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,18.0,71.0,"(41.740298586, -87.674115464)",1,0,0
386386,08/05/2017 09:30:00 PM,AUTOMOBILE,STREET,False,8.0,14.0,57.0,"(41.809183403, -87.728529336)",1,0,1
48966,01/12/2022 09:00:00 AM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.742843388, -87.640213372)",1,0,0
382661,10/13/2017 01:03:00 PM,AUTOMOBILE,Alcohol,False,6.0,21.0,44.0,"(41.736148121, -87.629070243)",1,1,0
80775,01/25/2006 05:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.803214331, -87.740589863)",1,1,0
13603,12/24/2023 02:00:00 AM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.736801192, -87.660660695)",1,0,0
402821,02/19/2020 06:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.839212192, -87.63170281)",1,0,0
139827,05/03/2023 07:00:00 PM,AUTOMOBILE,STREET,False,7.0,16.0,68.0,"(41.786013981, -87.646157994)",1,0,0
107762,10/25/2007 03:00:00 PM,AUTOMOBILE,PARKINGZONE,False,10.0,24.0,29.0,"(41.866334049, -87.711800524)",1,0,0
207314,07/19/2003 03:00:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.756507401, -87.562686593)",1,0,0
25054,05/24/2022 08:00:00 PM,AUTOMOBILE,STREET,False,6.0,17.0,71.0,"(41.746809001, -87.656803805)",1,0,0
404356,11/12/2019 10:30:00 PM,AUTOMOBILE,PARKINGZONE,False,18.0,27.0,8.0,"(41.905573245, -87.638419281)",1,0,0
95332,12/23/2006 01:00:00 AM,AUTOMOBILE,STREET,False,25.0,35.0,22.0,"(41.928237, -87.718637901)",1,0,0
54677,04/23/2022 06:00:00 AM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.856950077, -87.657622772)",1,0,0
217380,02/12/2004 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.756398067, -87.720980429)",1,0,0
105535,06/08/2007 12:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.921344278, -87.729124827)",1,0,0
110590,10/30/2007 11:30:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,24.0,"(41.91028612, -87.690415175)",1,0,0
278662,12/12/2009 04:21:32 AM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.844162475, -87.731246158)",1,0,0
91216,12/14/2006 01:36:11 AM,"TRUCK, BUS, MOBILE HOME",STREET,False,4.0,5.0,43.0,"(41.752935089, -87.586066926)",1,0,1
1798,05/02/2020 02:07:00 PM,AUTOMOBILE,POLICE,False,15.0,29.0,25.0,"(41.880152556, -87.770578121)",1,0,0
101104,05/15/2007 12:01:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,45.0,"(41.741886996, -87.580673093)",1,0,0
222637,11/20/2003 02:30:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,46.0,"(41.738160647, -87.56703529)",1,0,0
347219,03/09/2014 10:00:00 PM,AUTOMOBILE,STREET,False,2.0,3.0,38.0,"(41.80758603, -87.615080108)",1,0,0
321068,06/25/2012 06:30:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,40.0,"(41.781497925, -87.618887452)",1,0,0
388,09/09/2023 02:26:00 AM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.877967509, -87.617189711)",1,0,1
17009,02/17/2024 02:00:00 AM,AUTOMOBILE,STREET,False,25.0,26.0,19.0,"(41.916878338, -87.750146659)",1,0,0
56269,11/05/2022 04:30:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.722374672, -87.654188308)",1,0,0
367985,05/15/2016 04:40:00 AM,AUTOMOBILE,STREET,False,1.0,2.0,33.0,"(41.85102174, -87.618954852)",1,0,0
199229,03/24/2003 09:00:00 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,4.0,10.0,52.0,"(41.702014282, -87.543779258)",1,0,1
367060,06/21/2016 01:00:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.772969406, -87.687136184)",1,0,0
9562,11/01/2023 09:00:00 PM,AUTOMOBILE,HOUSE,False,22.0,19.0,74.0,"(41.683938313, -87.72175582)",1,0,0
55186,08/25/2022 02:30:00 PM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.743574495, -87.600158418)",1,0,0
230425,04/18/2004 11:45:00 PM,AUTOMOBILE,STORE,False,15.0,29.0,25.0,"(41.876650547, -87.755587101)",1,0,0
56697,01/01/2023 06:00:00 PM,AUTOMOBILE,STREET,False,10.0,22.0,30.0,"(41.84739649, -87.718535211)",1,0,0
365449,07/25/2016 05:00:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.011590459, -87.664333931)",1,0,0
384986,09/24/2017 03:00:00 AM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.902350414, -87.628334115)",1,0,0
355384,06/09/2015 08:15:00 PM,AUTOMOBILE,STREET,False,5.0,9.0,49.0,"(41.70622687, -87.610078915)",1,0,0
223764,12/28/2003 12:01:00 AM,AUTOMOBILE,STREET,False,14.0,35.0,21.0,"(41.936298332, -87.70875475)",1,0,0
294375,10/29/2010 08:00:00 PM,AUTOMOBILE,STREET,False,6.0,8.0,44.0,"(41.738051496, -87.601221508)",1,0,1
262778,12/26/2008 05:00:00 PM,AUTOMOBILE,STREET,False,9.0,16.0,61.0,"(41.8028026, -87.67697414)",1,0,0
113943,01/06/2008 06:16:44 PM,AUTOMOBILE,STREET,False,4.0,7.0,46.0,"(41.751110978, -87.567441985)",1,0,0
213973,08/13/2003 08:40:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,3.0,6.0,69.0,"(41.759544428, -87.624786427)",1,0,0
295365,10/17/2010 09:00:00 PM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.889197585, -87.757839224)",1,0,0
230424,04/14/2004 06:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,17.0,35.0,21.0,"(41.944661767, -87.719263099)",1,0,0
225632,03/27/2004 08:30:00 AM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(41.991214133, -87.694556319)",1,0,0
203586,03/17/2003 08:00:00 AM,AUTOMOBILE,STREET,False,14.0,26.0,24.0,"(41.907180571, -87.696985422)",1,0,0
138385,07/09/2023 12:00:00 AM,AUTOMOBILE,STREET,False,4.0,7.0,48.0,"(41.726169515, -87.571386935)",1,0,0
303427,03/31/2011 11:00:00 PM,AUTOMOBILE,PARKINGZONE,False,17.0,33.0,14.0,"(41.965124212, -87.708370325)",1,0,0
114767,12/07/2007 12:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,22.0,19.0,75.0,"(41.685417395, -87.673127386)",1,0,0
234841,07/20/2004 01:30:00 AM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.896926949, -87.770335379)",1,0,0
389183,02/25/2018 03:15:00 PM,AUTOMOBILE,STREET,False,7.0,15.0,67.0,"(41.773335833, -87.665316173)",1,0,0
183171,07/22/2002 04:00:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.932374468, -87.752206901)",1,0,0
258918,03/06/2009 12:00:00 AM,AUTOMOBILE,STREET,False,4.0,8.0,43.0,"(41.756506394, -87.584530167)",1,0,0
280188,12/10/2009 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.751254843, -87.606920408)",1,0,0
189014,06/23/2002 09:45:00 AM,AUTOMOBILE,STREET,False,18.0,42.0,8.0,"(41.900543133, -87.633459825)",1,0,1
244878,05/10/2005 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.748720576, -87.650568587)",1,0,0
67143,02/18/2023 11:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,26.0,"(41.874439873, -87.720864704)",1,0,0
372820,08/20/2016 08:00:00 PM,AUTOMOBILE,STREET,False,4.0,10.0,52.0,"(41.689177697, -87.532868439)",1,0,0
180955,04/28/2002 11:00:00 AM,AUTOMOBILE,STREET,False,8.0,15.0,66.0,"(41.778679681, -87.690943141)",1,0,1
84228,05/18/2006 07:00:00 PM,AUTOMOBILE,STREET,False,3.0,20.0,69.0,"(41.770242405, -87.614738023)",1,0,0
371761,11/11/2016 09:45:00 PM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(41.993998318, -87.697806141)",1,0,0
204867,06/16/2003 10:30:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,59.0,"(41.830938887, -87.685052742)",1,0,1
234024,10/06/2004 10:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.91303904, -87.764899594)",1,0,0
230746,08/26/2004 12:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,14.0,"(41.970738597, -87.707315222)",1,0,0
393951,01/29/2019 06:35:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.891548181, -87.64997152)",1,0,0
394391,10/11/2018 04:00:00 PM,AUTOMOBILE,STREET,False,16.0,41.0,10.0,"(41.979587722, -87.822395456)",1,0,0
252179,08/29/2005 06:00:00 AM,AUTOMOBILE,STREET,False,22.0,21.0,71.0,"(41.734964951, -87.660610243)",1,0,0
361681,11/20/2015 07:30:00 PM,AUTOMOBILE,STREET,False,9.0,14.0,58.0,"(41.822718175, -87.698024208)",1,0,0
364827,01/31/2016 10:00:00 PM,AUTOMOBILE,STREET,False,8.0,16.0,66.0,"(41.78397348, -87.700845127)",1,0,0
142362,03/06/2023 12:00:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,29.0,"(41.859782886, -87.735989334)",1,0,0
403748,12/01/2019 01:00:00 AM,AUTOMOBILE,STREET,False,25.0,36.0,19.0,"(41.922836666, -87.768380625)",1,0,0
348565,09/13/2014 09:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.745120309, -87.64784745)",1,0,0
118831,06/21/2008 07:00:00 AM,AUTOMOBILE,STREET,False,2.0,20.0,40.0,"(41.793508827, -87.619194139)",1,0,0
300381,06/07/2011 02:00:00 PM,AUTOMOBILE,STREET,False,11.0,28.0,25.0,"(41.886530422, -87.744355834)",1,0,0
72871,12/29/2005 02:59:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.741425843, -87.621123609)",1,0,1
327592,10/06/2012 01:30:00 AM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.73709925, -87.661885002)",1,0,0
202900,10/23/2002 05:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,8.0,15.0,66.0,"(41.772616403, -87.695666738)",1,0,0
105300,06/20/2007 10:00:00 PM,AUTOMOBILE,STREET,False,7.0,17.0,68.0,"(41.761152087, -87.634562414)",1,0,0
223832,02/17/2004 12:00:00 AM,AUTOMOBILE,STREET,False,16.0,30.0,15.0,"(41.939598555, -87.757911864)",1,0,0
403777,01/06/2020 12:45:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.873957985, -87.7538636)",1,0,0
125263,08/29/2008 11:00:00 PM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.766932865, -87.624914075)",1,0,0
40526,12/25/2021 11:35:00 AM,AUTOMOBILE,STREET,False,8.0,13.0,64.0,"(41.777540517, -87.790364584)",1,0,0
9796,11/04/2023 03:55:00 AM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.001753034, -87.668667932)",1,1,0
118891,04/03/2008 09:30:00 PM,AUTOMOBILE,Alcohol,False,22.0,19.0,75.0,"(41.691789124, -87.679740557)",1,0,0
19074,03/20/2024 08:00:00 PM,AUTOMOBILE,STREET,False,8.0,13.0,65.0,"(41.775947776, -87.731232021)",1,0,0
370512,11/24/2016 11:30:00 AM,"CYCLE, SCOOTER, BIKE",STREET,False,18.0,27.0,8.0,"(41.910092787, -87.635670016)",1,0,0
87862,08/20/2006 10:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,21.0,71.0,"(41.742723221, -87.655956283)",1,0,0
191172,11/23/2002 10:00:00 AM,AUTOMOBILE,STREET,False,19.0,43.0,7.0,"(41.93024876, -87.638779939)",1,0,0
94115,09/27/2006 12:00:00 AM,AUTOMOBILE,STREET,False,7.0,6.0,69.0,"(41.762830556, -87.628104108)",1,0,0
235538,08/25/2004 07:00:00 AM,AUTOMOBILE,STREET,False,20.0,40.0,4.0,"(41.979481538, -87.697314251)",1,0,0
345360,01/19/2014 12:30:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.744883068, -87.613540464)",1,0,0
362000,07/21/2015 11:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,25.0,"(41.912947243, -87.771899342)",1,0,0
135967,08/28/2023 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,20.0,37.0,"(41.816397979, -87.632868994)",1,0,0
25529,07/05/2024 07:30:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,5.0,9.0,49.0,"(41.710464566, -87.616283156)",0,0,0
84151,06/02/2006 09:15:12 AM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.878073989, -87.757608558)",1,0,0
248399,05/24/2005 10:00:00 PM,AUTOMOBILE,STREET,False,24.0,50.0,2.0,"(42.009692648, -87.697366618)",1,0,0
218395,02/10/2004 05:00:00 PM,AUTOMOBILE,STREET,False,8.0,23.0,56.0,"(41.800033248, -87.740501819)",1,0,0
52881,05/23/2022 10:56:00 AM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.874938406, -87.748053297)",1,0,1
302178,02/15/2011 06:00:00 PM,AUTOMOBILE,STREET,False,19.0,47.0,4.0,"(41.968010452, -87.684021526)",1,0,0
10706,11/14/2023 12:00:00 AM,AUTOMOBILE,STREET,False,7.0,17.0,67.0,"(41.762271277, -87.657883966)",1,0,0
241738,11/29/2004 05:35:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,1.0,2.0,33.0,"(41.855210839, -87.622270562)",1,0,0
102820,04/23/2007 03:30:57 PM,AUTOMOBILE,STREET,False,2.0,4.0,38.0,"(41.802685742, -87.611298464)",1,0,0
392507,09/23/2018 08:30:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.886802862, -87.644829218)",1,0,0
23290,06/01/2024 02:20:00 PM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.858643312, -87.6239505)",1,0,0
27951,08/10/2024 08:05:00 PM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.004639449, -87.672865341)",1,0,0
197761,05/01/2003 02:00:00 AM,AUTOMOBILE,STREET,False,15.0,28.0,25.0,"(41.877655126, -87.748035853)",1,0,0
382736,10/17/2017 04:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.915690106, -87.695442265)",1,0,0
283713,07/02/2010 03:00:00 PM,"CYCLE, SCOOTER, BIKE",STREET,False,19.0,44.0,6.0,"(41.949881046, -87.654407134)",1,0,0
20302,04/10/2024 05:00:00 PM,AUTOMOBILE,PARKINGZONE,False,4.0,8.0,45.0,"(41.737062495, -87.575244537)",1,0,0
284633,05/17/2010 10:00:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.767275416, -87.693095025)",1,0,0
332932,02/23/2013 03:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.820368741, -87.691546534)",1,0,0
110109,11/09/2007 11:00:00 PM,AUTOMOBILE,STREET,False,18.0,32.0,7.0,"(41.924105106, -87.653563395)",1,0,0
286946,05/29/2010 02:00:00 PM,AUTOMOBILE,STREET,False,20.0,48.0,77.0,"(41.989042156, -87.662101911)",1,0,0
325506,01/14/2013 04:00:00 PM,AUTOMOBILE,STREET,False,17.0,33.0,14.0,"(41.963933472, -87.697421112)",1,0,0
304477,10/26/2011 03:30:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,6.0,18.0,71.0,"(41.754583492, -87.675688161)",1,1,0
207720,08/11/2003 08:00:00 AM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.887731576, -87.765439838)",1,0,0
16384,02/08/2024 08:30:00 AM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.935846202, -87.739392716)",1,1,0
98226,04/16/2007 10:00:00 AM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.767514362, -87.581260705)",1,0,0
317775,02/29/2012 08:00:00 PM,AUTOMOBILE,STREET,False,9.0,14.0,63.0,"(41.793642552, -87.69654385)",1,0,0
252857,07/25/2005 10:00:00 AM,AUTOMOBILE,STREET,False,3.0,20.0,42.0,"(41.7799566, -87.605921959)",1,0,1
79114,02/15/2006 04:45:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,69.0,"(41.756173505, -87.611413225)",1,0,1
248379,03/27/2005 04:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.765284449, -87.577261999)",1,0,0
59923,12/18/2022 12:01:00 AM,AUTOMOBILE,STREET,False,19.0,44.0,6.0,"(41.947734076, -87.651922905)",1,0,0
373602,01/09/2017 06:30:00 PM,AUTOMOBILE,STREET,False,12.0,25.0,31.0,"(41.855793593, -87.679710534)",1,0,0
337613,03/26/2013 08:00:00 AM,AUTOMOBILE,STREET,False,4.0,10.0,46.0,"(41.744661837, -87.551142647)",1,0,0
205056,05/04/2003 05:00:00 PM,AUTOMOBILE,STREET,False,14.0,1.0,22.0,"(41.929667725, -87.687813509)",1,0,0
34329,03/21/2021 08:00:00 PM,AUTOMOBILE,STREET,False,9.0,15.0,58.0,"(41.813818717, -87.688706631)",1,0,0
361682,12/09/2015 06:00:00 PM,AUTOMOBILE,STREET,False,2.0,20.0,40.0,"(41.793825363, -87.622443394)",1,0,0
355910,03/11/2015 07:00:00 PM,AUTOMOBILE,STREET,False,9.0,11.0,34.0,"(41.840747539, -87.634166847)",1,0,0
41964,01/06/2022 10:15:00 PM,AUTOMOBILE,STREET,False,1.0,42.0,32.0,"(41.880735492, -87.628568091)",1,0,0
100977,07/05/2007 09:00:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.760405299, -87.695358811)",1,0,0
111335,09/12/2007 06:30:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,20.0,"(41.930763672, -87.735647267)",1,0,0
389929,06/20/2018 06:00:00 PM,AUTOMOBILE,PARKINGZONE,False,9.0,12.0,61.0,"(41.823127228, -87.674187415)",1,0,0
25250,06/30/2024 10:30:00 PM,AUTOMOBILE,STREET,False,8.0,18.0,70.0,"(41.752417069, -87.704900447)",1,0,0
98896,02/01/2007 04:45:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,43.0,"(41.769668446, -87.588816373)",1,0,0
388347,05/30/2018 07:00:00 AM,AUTOMOBILE,STREET,False,24.0,49.0,1.0,"(42.006036283, -87.661054978)",1,0,0
71721,12/29/2005 02:00:00 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,27.0,24.0,"(41.893289079, -87.65617109)",1,0,0
192048,10/17/2002 02:00:00 PM,AUTOMOBILE,STREET,False,11.0,27.0,23.0,"(41.895826124, -87.726096446)",1,0,0
51523,07/14/2022 08:05:00 AM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.718859697, -87.652881036)",1,0,0
284924,04/22/2010 06:30:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.886577988, -87.662944207)",1,0,0
130712,11/08/2022 05:00:00 PM,AUTOMOBILE,STREET,False,15.0,29.0,25.0,"(41.883096536, -87.768220397)",1,0,1
378367,05/06/2017 11:00:00 PM,AUTOMOBILE,STREET,False,25.0,29.0,19.0,"(41.929996393, -87.78079394)",1,0,0
389974,05/19/2018 02:00:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.751270583, -87.605938082)",1,0,0
269511,11/27/2009 01:30:00 PM,AUTOMOBILE,STREET,False,19.0,46.0,3.0,"(41.95574919, -87.654580146)",1,0,0
335172,06/08/2013 11:00:00 PM,AUTOMOBILE,STREET,False,9.0,12.0,58.0,"(41.818776047, -87.685986186)",1,0,0
174298,02/10/2002 12:30:00 AM,AUTOMOBILE,PARKINGZONE,False,3.0,20.0,68.0,"(41.784218893, -87.63023107)",1,0,0
345608,03/12/2014 08:30:00 AM,AUTOMOBILE,STREET,False,8.0,18.0,66.0,"(41.762262299, -87.689296229)",1,0,0
120279,06/20/2008 12:00:00 AM,AUTOMOBILE,STREET,False,8.0,17.0,66.0,"(41.767531288, -87.679566178)",1,0,0
191214,10/22/2002 06:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,22.0,21.0,71.0,"(41.733001867, -87.65811743)",1,0,0
183785,07/14/2002 02:00:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,30.0,"(41.848164448, -87.703263218)",1,0,0
69270,11/11/2022 04:45:00 PM,AUTOMOBILE,STREET,False,4.0,7.0,43.0,"(41.758331814, -87.571244836)",1,0,0
388263,04/12/2018 10:00:00 AM,AUTOMOBILE,STREET,False,7.0,17.0,67.0,"(41.763181553, -87.657742464)",1,0,0
101199,05/19/2007 01:00:00 PM,AUTOMOBILE,STREET,False,3.0,5.0,42.0,"(41.778321993, -87.586402872)",1,0,0
262476,03/02/2009 09:00:00 AM,AUTOMOBILE,STREET,False,15.0,37.0,25.0,"(41.889301428, -87.763806307)",1,0,0
396610,10/04/2018 03:00:00 AM,AUTOMOBILE,PARKINGZONE,False,16.0,45.0,15.0,"(41.967885202, -87.759411367)",1,0,0
27188,07/30/2024 08:00:00 AM,AUTOMOBILE,STREET,False,6.0,6.0,44.0,"(41.750493679, -87.618135608)",1,0,0
116330,12/23/2007 04:00:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,49.0,"(41.701111959, -87.626925972)",1,1,0
68106,11/13/2022 06:00:00 PM,AUTOMOBILE,STREET,False,17.0,45.0,16.0,"(41.952635469, -87.722679011)",1,0,0
268687,10/14/2009 03:00:00 PM,AUTOMOBILE,STREET,False,6.0,21.0,71.0,"(41.748198733, -87.650035426)",1,0,0
101556,05/17/2007 04:00:00 PM,"TRUCK, BUS, MOTOR HOME",STREET,False,3.0,5.0,42.0,"(41.782014336, -87.587866945)",1,0,0
64982,10/17/2022 06:30:00 PM,AUTOMOBILE,STREET,False,3.0,7.0,43.0,"(41.762534448, -87.561137334)",1,0,0
13983,12/30/2023 12:00:00 AM,AUTOMOBILE,STREET,False,1.0,3.0,33.0,"(41.85514757, -87.627138557)",1,0,0
285502,05/08/2010 12:00:00 PM,AUTOMOBILE,STREET,False,22.0,21.0,73.0,"(41.724396001, -87.659105028)",1,0,0
72782,12/03/2005 07:00:00 AM,AUTOMOBILE,STREET,False,9.0,11.0,59.0,"(41.82320916, -87.659925802)",1,0,0
31598,10/23/2005 06:00:00 AM,AUTOMOBILE,STREET,False,10.0,24.0,30.0,"(41.847688972, -87.705136035)",1,0,1
141680,08/18/2023 09:00:00 PM,AUTOMOBILE,STREET,False,4.0,10.0,51.0,"(41.718326155, -87.55377701)",1,1,0
16852,02/15/2024 09:00:00 PM,AUTOMOBILE,STREET,False,2.0,4.0,35.0,"(41.831992083, -87.620568176)",1,0,0
311576,03/01/2012 08:00:00 PM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.780823998, -87.636050098)",1,0,0
214854,11/05/2003 06:00:00 AM,AUTOMOBILE,PARKINGZONE,False,16.0,45.0,15.0,"(41.956669319, -87.747401653)",1,0,0
57980,11/27/2022 12:00:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.897993909, -87.661047034)",1,0,0
355083,06/10/2015 12:17:00 PM,AUTOMOBILE,STREET,False,4.0,8.0,45.0,"(41.742192226, -87.582864392)",1,0,0
130486,01/19/2023 06:00:00 PM,AUTOMOBILE,STREET,False,22.0,34.0,49.0,"(41.693640973, -87.641206872)",1,0,0
209911,05/13/2003 12:57:08 PM,"TRUCK, BUS, MOBILE HOME",STREET,False,11.0,2.0,27.0,"(41.872898796, -87.694388235)",1,0,1
57422,03/24/2023 05:00:00 PM,AUTOMOBILE,STREET,False,7.0,20.0,68.0,"(41.779897875, -87.635836483)",1,0,0
208009,05/09/2003 12:00:00 AM,AUTOMOBILE,STREET,False,12.0,27.0,24.0,"(41.889785771, -87.672848846)",1,0,0
67551,11/12/2022 03:30:00 PM,AUTOMOBILE,STREET,False,5.0,34.0,49.0,"(41.694333773, -87.629211691)",1,1,0
337651,07/01/2013 02:30:00 AM,AUTOMOBILE,STREET,False,4.0,10.0,51.0,"(41.711291268, -87.562139165)",1,0,0
227566,06/15/2004 02:24:27 AM,"TRUCK, BUS, MOBILE HOME",STREET,False,14.0,1.0,24.0,"(41.904851979, -87.686406795)",1,0,1
21485,05/02/2024 07:00:00 PM,AUTOMOBILE,STREET,False,12.0,27.0,28.0,"(41.884350397, -87.656985264)",1,0,0
113248,01/29/2008 12:00:00 AM,AUTOMOBILE,HOUSE,False,7.0,16.0,67.0,"(41.778808738, -87.65934196)",1,0,0
125656,10/17/2008 05:18:13 AM,"TRUCK, BUS, MOTOR HOME",STREET,False,12.0,27.0,28.0,"(41.884859157, -87.647450119)",1,0,0
14828,01/11/2024 10:50:00 PM,AUTOMOBILE,HOUSE,False,6.0,17.0,44.0,"(41.750413383, -87.628232707)",1,0,0
4824,09/21/2023 10:00:00 PM,AUTOMOBILE,STREET,False,24.0,48.0,77.0,"(41.991751759, -87.666053582)",1,0,0
48551,03/01/2022 03:32:00 AM,AUTOMOBILE,STREET,False,25.0,36.0,25.0,"(41.913698279, -87.745403054)",1,0,0
307904,08/23/2011 07:00:00 PM,AUTOMOBILE,STREET,False,25.0,31.0,19.0,"(41.93048243, -87.75740213)",1,0,0
315425,03/27/2012 04:00:00 PM,AUTOMOBILE,STREET,False,9.0,20.0,61.0,"(41.796032531, -87.646017977)",1,0,0
262202,11/22/2008 02:00:00 PM,AUTOMOBILE,PARKINGZONE,False,12.0,32.0,24.0,"(41.898492217, -87.685677589)",1,0,0
109253,07/30/2007 10:00:00 AM,AUTOMOBILE,HOUSE,False,4.0,7.0,43.0,"(41.754415996, -87.562649309)",1,0,0
331546,12/28/2012 08:30:00 PM,AUTOMOBILE,STREET,False,10.0,24.0,30.0,"(41.852723486, -87.708940828)",1,0,0
57703,01/18/2023 07:00:00 PM,AUTOMOBILE,STREET,False,25.0,37.0,25.0,"(41.908521379, -87.760902249)",1,0,1
